"","ano","mes","mes_inter_int","month_inter","avg_temp_ar_new","avg_temp_max_new","avg_temp_min_new","median_temp_ar","median_temp_max","median_temp_min"
"42",2015,6,"2015-06","Jun",21.2624598888632,21.9118814613816,20.6362492645145,22.007962962963,22.5524523946913,21.3727777777778
"43",2015,7,"2015-07","Jul",21.2041525554218,21.9059028874991,20.5213058421013,21.2576323721082,21.9689504274055,20.594579892511
"44",2015,8,"2015-08","Aug",22.7319410341295,23.4812019018828,22.0012173215671,22.874279883116,23.6735563877522,22.0073140681004
"45",2015,9,"2015-09","Sep",24.0083875971336,24.743448714212,23.2945365625766,24.4797685185185,25.2285118219749,23.7300462962963
"46",2015,10,"2015-10","Oct",24.8797574264744,25.570321651871,24.2216180330301,25.5138951142985,26.2263888888889,24.7974879227054
"47",2015,11,"2015-11","Nov",24.8290994554136,25.4785041665872,24.2182051236298,25.3502777777778,25.9870833333333,24.7139351851852
"48",2015,12,"2015-12","Dec",25.2431919893525,25.882917911265,24.6423397890554,25.519099455715,26.1664874551972,24.9575268817204
"49",2016,1,"2016-01","Jan",25.3124195284293,25.9547421482326,24.7082492825841,25.5770078141326,26.2554416598357,24.9835377569525
"50",2016,2,"2016-02","Feb",25.1929819816143,25.8342544125398,24.5864929658852,25.6063799626417,26.2329414520904,24.9607187519787
"51",2016,3,"2016-03","Mar",24.6916395555135,25.3157168882011,24.1045752459213,25.3851434882105,25.9859838246122,24.7633779433453
"52",2016,4,"2016-04","Apr",24.1183002961501,24.7495669913472,23.521676937789,25.0174381513938,25.6662721131122,24.3692655408984
"53",2016,5,"2016-05","May",22.5264583375683,23.1261043945932,21.9568108172311,23.1818548387097,23.8474001857009,22.6775819872736
"54",2016,6,"2016-06","Jun",21.229405452398,21.8813257902248,20.6001333243308,22.007962962963,22.5524523946913,21.3727777777778
"55",2016,7,"2016-07","Jul",21.162618806454,21.8685528188321,20.4758337453228,21.2468189964158,21.9663082437276,20.592954324587
"56",2016,8,"2016-08","Aug",22.6526413636228,23.4019131847876,21.9193573069306,22.8017050691244,23.568915774779,21.9618181818182
"57",2016,9,"2016-09","Sep",23.9536653779731,24.6914755194811,23.2378649543862,24.449375,25.1603981658522,23.7123302285639
"58",2016,10,"2016-10","Oct",24.8363988837067,25.5282829540444,24.176596358941,25.4805113362277,26.222077294686,24.7896698113208
"59",2016,11,"2016-11","Nov",24.7646737234868,25.4153278254474,24.1523388203446,25.3264814814815,25.9687136321748,24.7074515798381
"60",2016,12,"2016-12","Dec",25.1848635357864,25.8245252464947,24.5838623978517,25.5039160506636,26.1143369175627,24.9165530473929
"61",2017,1,"2017-01","Jan",25.2753963359904,25.9199018498528,24.669271061758,25.5604898336413,26.2038978494624,24.9581338544211
"62",2017,2,"2017-02","Feb",25.14260349304,25.7840119603119,24.5360250238232,25.4856207089442,26.1708189738113,24.8805107751782
"63",2017,3,"2017-03","Mar",24.6437830332205,25.2695762977125,24.0555588601774,25.3043696634857,25.9520609318996,24.7069892473118
"64",2017,4,"2017-04","Apr",24.0571987324133,24.6879008360703,23.4614129393531,24.9792473544974,25.620324074074,24.3522320764737
"65",2017,5,"2017-05","May",22.5038884295334,23.1040995475729,21.9328349458616,23.0908414690841,23.6833333333333,22.5215813953488
"66",2017,6,"2017-06","Jun",21.2065159342072,21.8600993544168,20.5761660540488,21.945108338805,22.5359440559441,21.3531351001939
"67",2017,7,"2017-07","Jul",21.0629767870361,21.7708101003218,20.3748178334878,21.1461269656377,21.8792424242424,20.4081337550836
"68",2017,8,"2017-08","Aug",22.6159845840362,23.3667144765296,21.8830766249497,22.5398490566037,23.4132640586797,21.7691308243728
"69",2017,9,"2017-09","Sep",23.9034167528865,24.6453741053806,23.1878791674018,24.3387658174507,25.1005942046668,23.5385912004446
"70",2017,10,"2017-10","Oct",24.8090303597492,25.5025609401444,24.1485671696865,25.324860295468,26.0855376150311,24.6032303310194
"71",2017,11,"2017-11","Nov",24.7153976929257,25.3656619128701,24.1041560904531,25.2142925202478,25.8522685185185,24.6260645765091
"72",2017,12,"2017-12","Dec",25.1354114965417,25.7735239447287,24.5362449725098,25.4222843704085,26.0405698438917,24.8599340451075
"73",2018,1,"2018-01","Jan",24.8785592221282,25.5299421662475,24.2613246128712,25.158064516129,25.7750623441396,24.5528225806452
"74",2018,2,"2018-02","Feb",24.3845856536027,24.9922251303056,23.7816653175423,24.8269345238095,25.4397338732004,24.2241071428571
"75",2018,3,"2018-03","Mar",24.8514174401429,25.4833774540509,24.2459778122607,25.3925182481752,26.0641129032258,24.7941828254848
"76",2018,4,"2018-04","Apr",23.6488740932541,24.2693689887145,23.0320250669116,24.0669444444444,24.7407510431154,23.4381944444444
"77",2018,5,"2018-05","May",22.1069110172598,22.7584149485696,21.454563752768,22.3059310344828,22.9712365591398,21.6386126852659
"78",2018,6,"2018-06","Jun",21.0204633717912,21.6785502628249,20.3689002659782,21.6309957924264,22.3011111111111,20.9371014492754
"79",2018,7,"2018-07","Jul",21.3126849302027,22.0603310118206,20.5774504517641,21.5415994623656,22.3432123655914,20.7597446236559
"80",2018,8,"2018-08","Aug",21.7377139478442,22.4548926080654,21.037564780009,22.4541049798116,23.2337365591398,21.6983870967742
"81",2018,9,"2018-09","Sep",23.7685991646408,24.4914919560643,23.0682254263184,23.881,24.6597222222222,23.1424200278164
"82",2018,10,"2018-10","Oct",24.6294493928396,25.2792342729325,24.0162280827707,25.3099462365591,26.0566621803499,24.6690860215054
"83",2018,11,"2018-11","Nov",24.5693535803609,25.1938036154421,23.998771574299,24.7510416666667,25.3677777777778,24.1834722222222
"84",2018,12,"2018-12","Dec",24.8510456704096,25.5127021990831,24.2080726948204,25.2012096774194,25.8255376344086,24.6282258064516
"85",2019,1,"2019-01","Jan",24.8785592221282,25.5299421662475,24.2613246128712,25.158064516129,25.7750623441396,24.5528225806452
"86",2019,2,"2019-02","Feb",24.3845856536027,24.9922251303056,23.7816653175423,24.8269345238095,25.4397338732004,24.2241071428571
"87",2019,3,"2019-03","Mar",24.8514174401429,25.4833774540509,24.2459775638159,25.3925182481752,26.0641129032258,24.7941828254848
"88",2019,4,"2019-04","Apr",23.6488745964747,24.2693689887145,23.0320240586438,24.0669444444444,24.7407510431154,23.4381944444444
"89",2019,5,"2019-05","May",22.1069163843548,22.7584210515388,21.4545461373822,22.3059310344828,22.9712365591398,21.6386126852659
"90",2019,6,"2019-06","Jun",21.0204967236955,21.6785783372598,20.3688297829402,21.6309957924264,22.3011111111111,20.9371014492754
"91",2019,7,"2019-07","Jul",21.312705284388,22.0603443659548,20.5774260797679,21.5415994623656,22.3432123655914,20.7597446236559
"92",2019,8,"2019-08","Aug",21.7377313799064,22.4549095257314,21.0375352984577,22.4541049798116,23.2337365591398,21.6983870967742
"93",2019,9,"2019-09","Sep",23.7686006607509,24.4914932028227,23.0682191925263,23.881,24.6597222222222,23.1424200278164
"94",2019,10,"2019-10","Oct",24.6294493928396,25.2792342729325,24.0162280827707,25.3099462365591,26.0566621803499,24.6690860215054
"95",2019,11,"2019-11","Nov",24.5693535803609,25.1938036154421,23.998771574299,24.7510416666667,25.3677777777778,24.1834722222222
"96",2019,12,"2019-12","Dec",24.8510456704096,25.5127021990831,24.2080726948204,25.2012096774194,25.8255376344086,24.6282258064516
